ZZEF1	0.999948	3.80175e-05	1.37444e-05
ZYX	0.986981	0.0130095	9.9997e-06
ZYG11B	0.992891	5.35948e-05	0.00705516
ZYG11A	1.40055e-05	1.04058e-05	0.999976
ZXDC	0.99995	3.91347e-05	1.0644e-05
ZXDB	0.881384	8.40102e-05	0.118532
ZXDA	1.29563e-05	1.03471e-05	0.999977
ZWINT	9.9997e-06	0.99998	9.9997e-06
ZWILCH	0.999746	0.000244098	1.03632e-05
ZW10	0.999949	4.13887e-05	9.9997e-06
ZUP1	0.12285	3.24197e-05	0.877118
ZSWIM9	0.693557	6.75346e-05	0.306375
ZSWIM8	0.999933	5.73925e-05	9.9997e-06
ZSWIM7	0.999904	8.61698e-05	9.9997e-06
ZSWIM6	0.999953	3.65624e-05	1.00009e-05
ZSWIM5	0.000505489	1.06908e-05	0.999484
ZSWIM4	0.000993093	1.09973e-05	0.998996
ZSWIM3	0.000737459	1.10017e-05	0.999252
ZSWIM2	7.67958e-05	1.12862e-05	0.999912
ZSWIM1	0.00093468	1.11812e-05	0.999054
ZSCAN9	0.00040406	1.05362e-05	0.999585
ZSCAN5B	0.000560063	2.54063e-05	0.999415
ZSCAN5A	0.999928	6.19178e-05	9.9997e-06
ZSCAN32	0.632029	9.54352e-05	0.367876
ZSCAN31	0.999645	0.000134849	0.000220186
ZSCAN30	0.999962	2.78408e-05	1.00183e-05
ZSCAN29	0.982083	6.72226e-05	0.01785
ZSCAN26	0.955689	7.04417e-05	0.0442402
ZSCAN25	0.485618	0.000107343	0.514275
ZSCAN23	0.214035	5.74652e-05	0.785907
ZSCAN22	0.000236341	1.05999e-05	0.999753
ZSCAN21	0.999207	4.30044e-05	0.000749552
ZSCAN20	0.0247899	3.59663e-05	0.975174
ZSCAN2	0.000359011	1.05741e-05	0.99963
ZSCAN18	0.997807	0.00218337	9.9997e-06
ZSCAN16-AS1	0.999941	4.85232e-05	9.9997e-06
ZSCAN16	0.00237655	1.14248e-05	0.997612
ZSCAN12	0.255673	5.82914e-05	0.744269
ZSCAN1	0.999957	3.32979e-05	9.9997e-06
ZRSR2	0.999949	3.8475e-05	1.20501e-05
ZRANB3	0.999929	6.13703e-05	1.00032e-05
ZRANB2-AS1	0.000128831	1.22135e-05	0.999859
ZRANB2	0.999014	0.00097565	9.9997e-06
ZRANB1	0.999963	2.6845e-05	1.00458e-05
ZPR1	0.999952	3.61234e-05	1.20315e-05
ZP3	9.68678e-05	1.04013e-05	0.999893
ZP1	1.11088e-05	1.06934e-05	0.999978
ZNRF4	1.12339e-05	1.07113e-05	0.999978
ZNRF3-AS1	0.992178	8.01728e-05	0.00774176
ZNRF3	0.444773	0.555217	9.9997e-06
ZNRF2	0.99991	8.00121e-05	9.9997e-06
ZNRF1	0.601332	7.14025e-05	0.398597
ZNRD1	0.999891	9.93718e-05	9.9997e-06
ZNHIT6	0.998926	4.83191e-05	0.00102548
ZNHIT3	0.999933	5.69454e-05	9.9997e-06
ZNHIT2	0.973202	0.026788	9.9997e-06
ZNHIT1	0.959404	0.0405863	9.9997e-06
ZNFX1	0.999952	3.76772e-05	1.00507e-05
ZNF93	0.28969	0.7103	9.9997e-06
ZNF92	0.999946	4.38463e-05	1.00058e-05
ZNF91	0.999891	9.89884e-05	9.9997e-06
ZNF90	0.987175	0.0128146	9.9997e-06
ZNF891	0.000345891	1.0566e-05	0.999644
ZNF888	0.876201	0.123789	9.9997e-06
ZNF883	1.16278e-05	1.02216e-05	0.999978
ZNF880	0.936776	7.01931e-05	0.0631542
ZNF879	0.000171775	1.05051e-05	0.999818
ZNF878	0.00776477	0.000114734	0.99212
ZNF865	0.999874	3.74582e-05	8.87583e-05
ZNF862	0.66398	0.000105207	0.335915
ZNF860	0.000114551	1.77174e-05	0.999868
ZNF853	0.999925	3.5422e-05	3.97769e-05
ZNF852	8.64031e-05	1.03346e-05	0.999903
ZNF850	0.999914	5.53739e-05	3.05515e-05
ZNF85	0.999936	5.33175e-05	1.01894e-05
ZNF846	0.999895	9.49901e-05	9.9997e-06
ZNF845	0.0165695	1.72197e-05	0.983413
ZNF844	0.965444	8.18392e-05	0.0344738
ZNF843	0.0231166	2.54408e-05	0.976858
ZNF841	0.97879	0.000143289	0.0210671
ZNF84	0.999964	2.6278e-05	1.00008e-05
ZNF839	0.999964	2.642e-05	9.99998e-06
ZNF837	0.99995	3.97745e-05	9.9997e-06
ZNF836	0.00147789	1.13248e-05	0.998511
ZNF835	2.38056e-05	1.03286e-05	0.999966
ZNF830	0.999896	4.31448e-05	6.06055e-05
ZNF83	0.999892	9.76542e-05	9.9997e-06
ZNF829	3.2305e-05	1.0186e-05	0.999958
ZNF827	0.999929	6.14691e-05	9.9997e-06
ZNF823	0.000165635	1.03779e-05	0.999824
ZNF821	0.281955	4.52465e-05	0.718
ZNF816-ZNF321P	9.9997e-06	0.99998	9.9997e-06
ZNF816	0.0367003	0.96329	9.9997e-06
ZNF814	0.999942	4.83019e-05	9.99993e-06
ZNF813	0.999934	5.57307e-05	9.99992e-06
ZNF81	0.044775	2.84622e-05	0.955197
ZNF808	0.999849	3.98546e-05	0.000111196
ZNF805	0.999626	8.08898e-05	0.00029288
ZNF804B	1.05221e-05	1.08769e-05	0.999979
ZNF804A	1.07573e-05	1.04347e-05	0.999979
ZNF800	0.999932	5.78468e-05	9.9997e-06
ZNF8	0.0463076	1.99016e-05	0.953672
ZNF799	0.000768071	1.1202e-05	0.999221
ZNF793-AS1	0.676106	0.00010485	0.323789
ZNF793	0.371344	5.8143e-05	0.628598
ZNF792	5.24979e-05	1.03731e-05	0.999937
ZNF791	0.999962	2.76038e-05	1.00026e-05
ZNF790	0.987654	5.54984e-05	0.01229
ZNF79	0.979766	6.21746e-05	0.0201719
ZNF789	0.8345	9.84298e-05	0.165402
ZNF788P	0.968329	0.0316605	9.9997e-06
ZNF787	0.99996	2.98277e-05	9.9997e-06
ZNF786	0.187811	4.58013e-05	0.812143
ZNF785	0.1711	4.96553e-05	0.828851
ZNF784	0.981489	9.87489e-05	0.0184122
ZNF783	0.0401705	1.91969e-05	0.95981
ZNF782	0.231963	8.65133e-05	0.76795
ZNF781	2.12449e-05	1.01998e-05	0.999969
ZNF780B	0.0018742	1.12193e-05	0.998115
ZNF780A	0.00424089	1.53289e-05	0.995744
ZNF778	0.330386	9.32315e-05	0.669521
ZNF777	0.999693	3.77659e-05	0.000268967
ZNF776	0.976732	6.35318e-05	0.0232049
ZNF775	0.999316	5.82147e-05	0.000626253
ZNF774	0.000204437	1.06896e-05	0.999785
ZNF773	0.00397234	1.23829e-05	0.996015
ZNF772	0.01487	1.61802e-05	0.985114
